NAME,Sample,Time,Flow,Temperature,Treatment,FlumeID,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC,Velocity
X119C_119C_NSE720.NSE521,Sc152022,15,Stochastic,control,Sc,21,42,2022,67,NA,16S,Biofilm ,2.410771333,49326334.78,8.475,399,8.92,11.2,35.3,417,12,433.5,0.5,4,301.5,88450.5,13,1494,20.5,9294.5,321,64254.5,754,NA,NA,NA,NA,NA,0.167305412
X127A_127A_NSE721.NSE510,Sc162022,16,Stochastic,control,Sc,19,38,2022,75,NA,16S,Biofilm ,1.068734111,36737309.6,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.111361515
X127B_127B_NSE721.NSE510,Sc162022,16,Stochastic,control,Sc,20,40,2022,75,NA,16S,Biofilm ,1.034408833,60835221.26,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.111361515
X127C_127C_NSE721.NSE521,Sc162022,16,Stochastic,control,Sc,21,42,2022,75,NA,16S,Biofilm ,1.410752167,35006778.1,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.111361515
X135A_135A_NSE722.NSE510,Sc172022,17,Stochastic,control,Sc,19,38,2022,82,NA,16S,Biofilm ,1.745855778,30255194.81,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.404798798
X135B_135B_NSE722.NSE510,Sc172022,17,Stochastic,control,Sc,20,40,2022,82,NA,16S,Biofilm ,0.483475778,38954545.45,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.404798798
X135C_135C_NSE722.NSE521,Sc172022,17,Stochastic,control,Sc,21,42,2022,82,NA,16S,Biofilm ,0.635417167,22727849.93,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.404798798
X143A_143A_NSE723.NSE510,Sc182022,18,Stochastic,control,Sc,19,38,2022,87,NA,16S,Biofilm ,1.417066889,12266450.22,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.177633327
X143B_143B_NSE723.NSE510,Sc182022,18,Stochastic,control,Sc,20,40,2022,87,NA,16S,Biofilm ,1.199826333,48389682.54,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.177633327
X143C_143C_NSE723.NSE521,Sc182022,18,Stochastic,control,Sc,21,42,2022,87,NA,16S,Biofilm ,0.884548833,15833694.08,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.177633327
X151A_151A_NSE724.NSE510,Sc192022,19,Stochastic,control,Sc,19,38,2022,89,NA,16S,Biofilm ,0.429888833,14217171.72,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.15904939
X151B_151B_NSE724.NSE510,Sc192022,19,Stochastic,control,Sc,20,40,2022,89,NA,16S,Biofilm ,1.462539944,58468109.67,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.15904939
X151C_151C_NSE724.NSE521,Sc192022,19,Stochastic,control,Sc,21,42,2022,89,NA,16S,Biofilm ,0.979975222,62505483.41,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.15904939
X159A_159A_NSE726.NSE510,Sc202022,20,Stochastic,control,Sc,19,38,2022,91,NA,16S,Biofilm ,0.383322167,37346753.25,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.163895021
X159B_159B_NSE726.NSE510,Sc202022,20,Stochastic,control,Sc,20,40,2022,91,NA,16S,Biofilm ,1.508259944,38028427.13,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.163895021
X159C_159C_NSE726.NSE521,Sc202022,20,Stochastic,control,Sc,21,42,2022,91,NA,16S,Biofilm ,1.120804111,71723160.17,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.163895021
X167A_167A_NSE727.NSE510,Sc212022,21,Stochastic,control,Sc,19,38,2022,96,NA,16S,Biofilm ,0.9361955,17784776.33,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.481665521
X167B_167B_NSE727.NSE510,Sc212022,21,Stochastic,control,Sc,20,40,2022,96,NA,16S,Biofilm ,1.113501611,53777417.03,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.481665521
X167C_167C_NSE727.NSE521,Sc212022,21,Stochastic,control,Sc,21,42,2022,96,NA,16S,Biofilm ,0.8504705,15972005.77,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.481665521
A15_A15_N718.N510,Sc22021,2,Stochastic,control,Sc,19,27,2021,8,NA,16S,Biofilm ,0.060160083,2851379.74,8.394,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B15_B15_N723.N510,Sc22021,2,Stochastic,control,Sc,20,27,2021,8,NA,16S,Biofilm ,0.043279667,10454111.9,8.394,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33,
C23_C23_N726.N510,Sc22021,2,Stochastic,control,Sc,21,28,2021,8,NA,16S,Biofilm ,0.046348833,13720732.83,8.394,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X15A_15A_NSE718.NSE510,Sc22022,2,Stochastic,control,Sc,19,37,2022,10,NA,16S,Biofilm ,0.09535,4312842.713,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.132369472
X15B_15B_NSE718.NSE510,Sc22022,2,Stochastic,control,Sc,20,39,2022,10,NA,16S,Biofilm ,0.11652,6292207.792,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.132369472
X15C_15C_NSE718.NSE521,Sc22022,2,Stochastic,control,Sc,21,41,2022,10,NA,16S,Biofilm ,0.06307,3098917.749,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.132369472
X175A_175A_NSE728.NSE510,Sc222022,22,Stochastic,control,Sc,19,38,2022,103,NA,16S,Biofilm ,0.713698556,12408225.11,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.172680011
X175B_175B_NSE728.NSE510,Sc222022,22,Stochastic,control,Sc,20,40,2022,103,NA,16S,Biofilm ,0.876293833,18052741.7,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.172680011
X175C_175C_NSE728.NSE521,Sc222022,22,Stochastic,control,Sc,21,42,2022,103,NA,16S,Biofilm ,1.056774944,28723160.17,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.172680011
A23_A23_N719.N510,Sc32021,3,Stochastic,control,Sc,19,27,2021,11,NA,16S,Biofilm ,0.067092167,2293800.45,8.437,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B23_B23_N724.N510,Sc32021,3,Stochastic,control,Sc,20,27,2021,11,NA,16S,Biofilm ,0.107308833,8097039.84,8.437,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C31_C31_N727.N510,Sc32021,3,Stochastic,control,Sc,21,28,2021,11,NA,16S,Biofilm ,0.1221255,13808261.18,8.437,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884,
X23A_23A_NSE719.NSE510,Sc32022,3,Stochastic,control,Sc,19,37,2022,14,NA,16S,Biofilm ,0.145691056,7659595.96,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.283912215
X23B_23B_NSE719.NSE510,Sc32022,3,Stochastic,control,Sc,20,39,2022,14,NA,16S,Biofilm ,0.144526889,4214935.065,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.283912215
X23C_23C_NSE719.NSE521,Sc32022,3,Stochastic,control,Sc,21,41,2022,14,NA,16S,Biofilm ,0.252794389,8556637.807,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.283912215
A31_A31_N720.N510,Sc42021,4,Stochastic,control,Sc,19,27,2021,16,NA,16S,Biofilm ,0.146308417,3365392.51,8.361,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B31_B31_N726.N510,Sc42021,4,Stochastic,control,Sc,20,27,2021,16,NA,16S,Biofilm ,0.123289667,10677946.13,8.361,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C39_C39_N728.N510,Sc42021,4,Stochastic,control,Sc,21,28,2021,16,NA,16S,Biofilm ,0.143292167,4596969.7,8.361,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884,
X31A_31A_NSE720.NSE510,Sc42022,4,Stochastic,control,Sc,19,37,2022,19,NA,16S,Biofilm ,0.711088,12464574.31,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.094194461
X31B_31B_NSE720.NSE510,Sc42022,4,Stochastic,control,Sc,20,39,2022,19,NA,16S,Biofilm ,0.499597722,11732251.08,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.094194461
X31C_31C_NSE720.NSE521,Sc42022,4,Stochastic,control,Sc,21,41,2022,19,NA,16S,Biofilm ,0.540026056,9678715.729,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.094194461
B39_B39_N720.N510,Sc52021,5,Stochastic,control,Sc,20,28,2021,21,NA,16S,Biofilm ,0.564297167,13438559.88,8.447,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C47_C47_N729.N510,Sc52021,5,Stochastic,control,Sc,21,28,2021,21,NA,16S,Biofilm ,0.436662167,12686614.81,8.447,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33,
R1007.16S_R1007.16S_N719.N510,Sc52021,5,Stochastic,control,Sc,19,26,2021,21,NA,16S,Biofilm ,0.218698417,21610405.64,8.447,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67,
X39A_39A_NSE721.NSE510,Sc52022,5,Stochastic,control,Sc,19,37,2022,24,NA,16S,Biofilm ,0.788134667,19053521.32,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.157380989
X39B_39B_NSE721.NSE510,Sc52022,5,Stochastic,control,Sc,20,39,2022,24,NA,16S,Biofilm ,1.162819944,16118897.31,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.157380989
X39C_39C_NSE721.NSE521,Sc52022,5,Stochastic,control,Sc,21,41,2022,24,NA,16S,Biofilm ,0.609699667,11678591.47,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.157380989
B47_B47_N721.N510,Sc62021,6,Stochastic,control,Sc,20,28,2021,25,NA,16S,Biofilm ,0.55217925,6493143.77,8.461,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C42_C42_N728.N503,Sc62021,6,Stochastic,control,Sc,21,29,2021,25,NA,16S,Biofilm ,0.504713,17148665.22,8.461,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1015.16S_R1015.16S_N720.N510,Sc62021,6,Stochastic,control,Sc,19,26,2021,25,NA,16S,Biofilm ,0.614462167,15580016.11,8.461,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67,
X47A_47A_NSE722.NSE510,Sc62022,6,Stochastic,control,Sc,19,37,2022,26,NA,16S,Biofilm ,0.656089944,14235137.09,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.117659058
X47B_47B_NSE722.NSE510,Sc62022,6,Stochastic,control,Sc,20,39,2022,26,NA,16S,Biofilm ,1.138443,9144444.444,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.117659058
X47C_47C_NSE722.NSE521,Sc62022,6,Stochastic,control,Sc,21,41,2022,26,NA,16S,Biofilm ,0.539496889,11005555.56,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.117659058
B55_B55_N722.N510,Sc72021,7,Stochastic,control,Sc,20,28,2021,30,NA,16S,Biofilm ,0.95191175,24931888.33,8.384,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33,
C50_C50_N729.N503,Sc72021,7,Stochastic,control,Sc,21,29,2021,30,NA,16S,Biofilm ,1.461393417,17570278.51,8.384,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33,
R1023.16S_R1023.16S_N726.N510,Sc72021,7,Stochastic,control,Sc,19,26,2021,30,NA,16S,Biofilm ,1.162678833,80515279.78,8.384,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67,
X55A_55A_NSE723.NSE510,Sc72022,7,Stochastic,control,Sc,19,37,2022,28,NA,16S,Biofilm ,0.742802722,6218500.481,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.449324656
X55B_55B_NSE723.NSE510,Sc72022,7,Stochastic,control,Sc,20,39,2022,28,NA,16S,Biofilm ,0.817909111,6400623.296,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.449324656
X55C_55C_NSE723.NSE521,Sc72022,7,Stochastic,control,Sc,21,41,2022,28,NA,16S,Biofilm ,0.655596056,8139911.015,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.449324656
C58_C58_N711.N503,Sc82021,8,Stochastic,control,Sc,21,29,2021,36,NA,16S,Biofilm ,0.328394667,16147201.18,8.459,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67,
C7_C7_N723.N510,Sc82021,8,Stochastic,control,Sc,20,28,2021,36,NA,16S,Biofilm ,0.438461333,32267119.64,8.459,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33,
R1031.16S_R1031.16S_N727.N510,Sc82021,8,Stochastic,control,Sc,19,26,2021,36,NA,16S,Biofilm ,0.43851425,7075488.72,8.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X63A_63A_NSE724.NSE510,Sc82022,8,Stochastic,control,Sc,19,37,2022,33,NA,16S,Biofilm ,0.9196855,21728427.13,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.264186645
X63B_63B_NSE724.NSE510,Sc82022,8,Stochastic,control,Sc,20,39,2022,33,NA,16S,Biofilm ,0.833537167,13441919.19,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.264186645
X63C_63C_NSE724.NSE521,Sc82022,8,Stochastic,control,Sc,21,41,2022,33,NA,16S,Biofilm ,0.779209389,16682972.58,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.264186645
B66_B66_N716.N503,Sc92021,9,Stochastic,control,Sc,20,29,2021,39,NA,16S,Biofilm ,0.661293417,31972621.38,8.502,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33,
C66_C66_N712.N503,Sc92021,9,Stochastic,control,Sc,21,29,2021,39,NA,16S,Biofilm ,0.754691333,30594124.07,8.502,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67,
R1039.16S_R1039.16S_N728.N510,Sc92021,9,Stochastic,control,Sc,19,26,2021,39,NA,16S,Biofilm ,0.549374667,12876100.62,8.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X71A_71A_NSE726.NSE510,Sc92022,9,Stochastic,control,Sc,19,37,2022,38,NA,16S,Biofilm ,2.016612722,12481673.88,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.141933234
X71B_71B_NSE726.NSE510,Sc92022,9,Stochastic,control,Sc,20,39,2022,38,NA,16S,Biofilm ,1.461552167,14270274.17,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.141933234
X71C_71C_NSE726.NSE521,Sc92022,9,Stochastic,control,Sc,21,41,2022,38,NA,16S,Biofilm ,1.874125778,21110750.36,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.141933234
B78_B78_N727.N508,Sw102021,10,Stochastic,warm,Sw,8,29,2021,44,NA,16S,Biofilm ,0.628643833,20811344.61,8.491,387,10.01,8.8,13.2,NA,0.012,0.3245,0.0025,0.002,0.2835,89.2035,NA,1.299,NA,8.995,0.296,66.6725,0.758,NA,NA,NA,NA,118.33,
C78_C78_N724.N508,Sw102021,10,Stochastic,warm,Sw,9,29,2021,44,NA,16S,Biofilm ,0.288178,17018830.81,8.491,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
R1043.16S_R1043.16S_N729.N505,Sw102021,10,Stochastic,warm,Sw,7,26,2021,44,NA,16S,Biofilm ,0.625310083,11864001.12,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X75A_75A_NSE727.NSE505,Sw102022,10,Stochastic,warm,Sw,7,37,2022,40,NA,16S,Biofilm ,1.063795222,32514935.06,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.384886107
X75B_75B_NSE727.NSE505,Sw102022,10,Stochastic,warm,Sw,8,39,2022,40,NA,16S,Biofilm ,1.404402167,19916378.07,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.384886107
X75C_75C_NSE727.NSE516,Sw102022,10,Stochastic,warm,Sw,9,41,2022,40,NA,16S,Biofilm ,1.852324111,25073953.82,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.384886107
A83_A83_N721.N505,Sw112021,11,Stochastic,warm,Sw,7,27,2021,49,NA,16S,Biofilm ,0.4974105,9529032.72,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B86_B86_N719.N508,Sw112021,11,Stochastic,warm,Sw,8,29,2021,49,NA,16S,Biofilm ,0.885130917,59971622.62,NA,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33,
C86_C86_N715.N508,Sw112021,11,Stochastic,warm,Sw,9,29,2021,49,NA,16S,Biofilm ,0.6663205,50605982.49,NA,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
X83A_83A_NSE728.NSE505,Sw112022,11,Stochastic,warm,Sw,7,37,2022,42,NA,16S,Biofilm ,3.895683556,20472510.82,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.19204579
X83B_83B_NSE728.NSE505,Sw112022,11,Stochastic,warm,Sw,8,39,2022,42,NA,16S,Biofilm ,3.224312167,16317171.72,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.19204579
X83C_83C_NSE728.NSE516,Sw112022,11,Stochastic,warm,Sw,9,41,2022,42,NA,16S,Biofilm ,2.485701333,7048196.248,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.19204579
A3_A3_N716.N505,Sw12021,1,Stochastic,warm,Sw,7,27,2021,4,NA,16S,Biofilm ,0.0389405,761530.1347,8.468,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B3_B3_N722.N505,Sw12021,1,Stochastic,warm,Sw,8,27,2021,4,NA,16S,Biofilm ,0.036718,5392878.171,8.468,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C11_C11_N724.N505,Sw12021,1,Stochastic,warm,Sw,9,28,2021,4,NA,16S,Biofilm ,0.027880917,3477803.14,8.468,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67,
X3A_3A_NSE716.NSE505,Sw12022,1,Stochastic,warm,Sw,7,37,2022,5,NA,16S,Biofilm ,0.071431333,2668109.668,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.211425284
X3B_3B_NSE716.NSE505,Sw12022,1,Stochastic,warm,Sw,8,39,2022,5,NA,16S,Biofilm ,0.047019111,2355555.556,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.211425284
X3C_3C_NSE716.NSE516,Sw12022,1,Stochastic,warm,Sw,9,41,2022,5,NA,16S,Biofilm ,0.062047444,1226911.977,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.211425284
